property_id,location,city,state,latitude,longitude,area_sqft,bedrooms,bathrooms,floor_number,total_floors,furnishing_status,property_type,balcony_sqft,parking_spaces,amenities_score,nearby_workplace_km,nearby_school_km,nearby_hospital_km,nearby_metro_km,crime_rate,air_quality_index,monthly_rent
P0464,Rajkot - central,Rajkot,Gujarat,22.32532,70.831922,430,2,2,6,9,Furnished,Apartment,34,1,4,10.17,5.54,4.49,7.08,29.4,52,4502
P0465,Gandhidham - central,Gandhidham,Gujarat,23.05447,70.152481,573,2,2,1,1,Unfurnished,Independent House,27,1,1,9.71,5.37,8.55,12.42,55.6,75,2935
P0466,Ankleshwar - central,Ankleshwar,Gujarat,21.584203,73.003564,1021,3,2,5,6,Semi-Furnished,Apartment,110,2,1,9.58,3.38,2.57,36.51,52.0,109,6055
P0467,Morbi - outskirts,Morbi,Gujarat,22.817137,70.845644,607,2,2,1,1,Furnished,Villa,33,2,1,7.02,1.12,6.44,39.21,63.5,155,3020
P0468,Ahmedabad - outskirts,Ahmedabad,Gujarat,22.997226,72.564344,335,1,1,7,7,Semi-Furnished,Apartment,38,1,7,5.36,5.07,6.01,0.7,34.1,25,5452
P0469,Navsari - central,Navsari,Gujarat,20.955003,72.957561,358,1,1,1,1,Semi-Furnished,Independent House,16,1,2,9.48,6.19,6.66,14.62,64.9,90,2420
P0470,Ahmedabad - central,Ahmedabad,Gujarat,23.045883,72.579413,743,3,3,4,4,Unfurnished,Apartment,82,1,7,9.59,3.37,4.97,15.64,42.6,105,11745
P0471,Rajkot - central,Rajkot,Gujarat,22.319558,70.785178,639,1,1,8,8,Unfurnished,Apartment,51,0,7,6.36,2.11,1.39,15.15,34.2,85,7624
P0472,Vadodara - outskirts,Vadodara,Gujarat,22.288783,73.161578,1114,2,2,1,1,Semi-Furnished,Independent House,48,1,4,6.71,2.43,7.5,12.4,35.9,89,12450
P0473,Mehsana - outskirts,Mehsana,Gujarat,23.566656,72.349635,822,3,3,7,10,Unfurnished,Apartment,51,2,3,7.55,4.9,4.41,24.85,42.1,129,5680
P0474,Ahmedabad - central,Ahmedabad,Gujarat,23.012232,72.569323,615,2,2,7,8,Unfurnished,Apartment,34,0,6,7.95,3.04,7.84,3.06,39.4,83,9383
P0475,Gandhidham - outskirts,Gandhidham,Gujarat,23.095764,70.131019,534,1,1,6,7,Unfurnished,Apartment,57,1,1,10.73,3.43,7.61,16.12,50.7,121,2784
P0476,Diu - central,Diu,Gujarat,20.704243,70.954976,1074,3,3,2,3,Furnished,Apartment,105,1,1,5.65,1.14,9.68,6.3,41.5,100,8263
P0477,Bhavnagar - outskirts,Bhavnagar,Gujarat,21.747941,72.171427,608,2,3,6,11,Semi-Furnished,Apartment,15,2,3,6.02,5.16,9.12,34.51,54.8,96,4016
P0478,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.008695,72.55162,1313,2,2,1,8,Unfurnished,Apartment,140,1,5,1.51,7.58,0.94,8.23,26.1,50,19951
P0479,Ahmedabad - central,Ahmedabad,Gujarat,23.008329,72.559174,1458,4,4,1,1,Semi-Furnished,Villa,60,1,9,7.02,5.32,9.77,8.05,39.1,62,25448
P0480,Ahmedabad - central,Ahmedabad,Gujarat,23.038129,72.56011,1309,4,4,4,4,Furnished,Apartment,27,2,5,2.42,0.93,2.24,14.76,20.5,71,20257
P0481,Rajkot - central,Rajkot,Gujarat,22.326472,70.816902,250,1,1,1,1,Unfurnished,Villa,11,1,4,3.48,1.4,3.21,21.75,42.6,80,2503
P0482,Surat - outskirts,Surat,Gujarat,21.151836,72.812467,937,3,3,2,11,Semi-Furnished,Apartment,38,1,7,4.14,3.59,3.82,1.23,24.5,121,14694
P0483,Surat - central,Surat,Gujarat,21.153393,72.850544,522,1,1,2,4,Furnished,Apartment,57,1,5,6.48,2.28,8.85,17.49,33.3,97,7228
P0484,Mehsana - central,Mehsana,Gujarat,23.590113,72.397335,1028,3,4,1,3,Furnished,Apartment,113,1,2,10.26,5.53,1.87,28.85,56.5,123,6373
P0485,Anand - central,Anand,Gujarat,22.548297,72.929089,1973,2,2,1,1,Furnished,Independent House,68,1,2,10.5,3.83,0.64,5.61,48.5,85,14163
P0486,Navsari - outskirts,Navsari,Gujarat,20.97083,72.958545,1484,3,3,1,1,Unfurnished,Independent House,41,1,3,0.36,2.89,7.16,36.2,55.0,55,11019
P0487,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.045129,72.582128,888,3,4,3,5,Semi-Furnished,Apartment,39,2,7,4.44,5.98,2.1,23.87,23.3,30,14979
P0488,Palanpur - central,Palanpur,Gujarat,24.188552,72.42672,1372,3,4,7,8,Semi-Furnished,Apartment,157,1,1,7.04,5.64,8.37,9.3,57.1,75,5991
P0489,Ahmedabad - central,Ahmedabad,Gujarat,22.992805,72.562535,1102,2,2,11,11,Furnished,Apartment,75,0,7,3.68,3.69,2.33,20.64,48.3,100,17074
P0490,Surendranagar - central,Surendranagar,Gujarat,22.744803,71.655823,1432,4,4,1,1,Furnished,Independent House,22,2,3,2.52,4.72,0.99,12.66,44.3,110,7364
P0491,Rajkot - outskirts,Rajkot,Gujarat,22.284902,70.819144,1153,3,3,6,9,Unfurnished,Apartment,39,1,5,5.11,1.68,3.19,7.43,56.0,79,11584
P0492,Surendranagar - central,Surendranagar,Gujarat,22.730919,71.639987,292,1,1,7,8,Semi-Furnished,Apartment,33,2,1,0.51,6.16,1.07,9.92,68.2,82,2000
P0493,Gandhinagar - outskirts,Gandhinagar,Gujarat,23.205478,72.610552,995,3,3,9,10,Semi-Furnished,Apartment,25,0,2,9.99,5.23,3.47,2.43,46.1,125,11205
P0494,Navsari - outskirts,Navsari,Gujarat,20.916702,72.959027,891,2,2,3,10,Furnished,Apartment,78,1,1,3.87,7.91,0.26,21.97,50.1,92,5985
P0495,Ahmedabad - central,Ahmedabad,Gujarat,23.001275,72.542699,1028,3,3,1,1,Semi-Furnished,Independent House,45,1,9,10.2,2.16,6.21,10.98,37.2,69,18060
P0496,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.027332,72.543445,928,2,2,4,4,Semi-Furnished,Apartment,44,1,9,5.67,6.53,1.65,7.09,47.2,97,15746
P0497,Anand - outskirts,Anand,Gujarat,22.543684,72.938256,250,1,1,1,1,Semi-Furnished,Independent House,2,1,3,10.36,1.77,9.04,23.38,45.8,102,2000
P0498,Junagadh - central,Junagadh,Gujarat,21.52757,70.477693,1038,3,4,7,10,Unfurnished,Apartment,83,1,1,6.18,5.31,2.74,29.42,39.3,83,6437
P0499,Ahmedabad - central,Ahmedabad,Gujarat,23.029214,72.548268,868,2,2,4,8,Unfurnished,Apartment,87,1,6,10.82,1.47,8.95,18.9,36.8,84,13361
P0500,Valsad - central,Valsad,Gujarat,20.617,72.909761,945,2,3,7,10,Furnished,Apartment,79,1,1,6.0,5.46,2.41,30.98,40.8,116,6559
P0501,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.013889,72.595385,985,2,3,9,9,Unfurnished,Apartment,53,2,7,8.79,4.27,2.06,5.19,45.5,53,15413
P0502,Valsad - outskirts,Valsad,Gujarat,20.591074,72.956947,380,1,1,5,11,Furnished,Apartment,26,0,2,6.58,0.28,8.25,15.15,56.7,82,2648
P0503,Surat - central,Surat,Gujarat,21.159977,72.846541,609,2,2,4,4,Unfurnished,Apartment,72,1,6,5.17,1.68,8.9,1.48,46.7,127,8454
P0504,Bharuch - central,Bharuch,Gujarat,21.7185,72.972144,250,1,1,1,1,Unfurnished,Independent House,8,0,2,5.11,5.94,9.31,36.06,46.8,105,2000
P0505,Bhavnagar - central,Bhavnagar,Gujarat,21.741435,72.12898,631,1,1,5,6,Unfurnished,Apartment,36,1,3,5.89,3.16,3.9,9.38,46.7,70,4290
P0506,Gandhinagar - outskirts,Gandhinagar,Gujarat,23.211913,72.623856,681,1,1,1,3,Semi-Furnished,Apartment,64,1,4,0.74,6.43,8.76,6.25,52.2,100,8387
P0507,Vadodara - outskirts,Vadodara,Gujarat,22.310284,73.203338,1992,2,2,1,4,Furnished,Apartment,226,1,1,9.8,7.19,8.62,11.09,42.9,114,18301
P0508,Surat - outskirts,Surat,Gujarat,21.189183,72.809618,690,1,1,1,1,Unfurnished,Independent House,36,1,8,1.82,7.81,2.46,18.55,43.9,106,10594
P0509,Veraval - outskirts,Veraval,Gujarat,20.883467,70.35276,641,1,1,1,1,Semi-Furnished,Independent House,32,2,1,0.9,6.85,3.96,5.66,45.5,125,2918
P0510,Anand - central,Anand,Gujarat,22.581557,72.954614,846,3,4,1,1,Unfurnished,Independent House,28,1,1,9.09,1.81,0.47,30.4,37.5,69,5939
P0511,Navsari - outskirts,Navsari,Gujarat,20.933542,72.963756,250,1,1,1,1,Semi-Furnished,Villa,9,1,1,3.27,7.69,4.78,39.74,53.6,158,2000
P0512,Surat - outskirts,Surat,Gujarat,21.140732,72.80332,944,3,2,6,7,Semi-Furnished,Apartment,80,1,5,3.82,5.32,8.39,21.19,39.7,84,12789
P0513,Vadodara - outskirts,Vadodara,Gujarat,22.316476,73.162255,515,1,1,2,8,Semi-Furnished,Apartment,23,1,4,6.04,1.9,1.91,21.78,41.9,76,5638
P0514,Jamnagar - central,Jamnagar,Gujarat,22.471362,70.041919,691,1,1,1,1,Semi-Furnished,Independent House,19,2,4,4.37,5.77,6.09,17.24,60.1,113,4725
P0515,Vadodara - central,Vadodara,Gujarat,22.278732,73.187742,1082,3,4,6,8,Semi-Furnished,Apartment,65,1,3,11.69,5.01,1.77,1.12,66.0,68,10283
P0516,Gandhidham - central,Gandhidham,Gujarat,23.091637,70.133438,991,3,4,1,12,Unfurnished,Apartment,34,1,1,11.47,7.67,9.92,24.79,67.6,106,4854
P0517,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.017096,72.546181,1063,3,3,5,12,Unfurnished,Apartment,56,2,5,2.92,2.59,9.73,17.33,16.3,101,16673
P0518,Junagadh - central,Junagadh,Gujarat,21.522802,70.436804,601,1,1,3,12,Unfurnished,Apartment,26,1,3,8.06,4.88,8.0,16.96,58.1,118,3922
P0519,Bhavnagar - outskirts,Bhavnagar,Gujarat,21.789617,72.176156,980,3,2,7,7,Semi-Furnished,Apartment,110,1,3,0.6,3.51,6.96,39.65,64.0,138,6256
P0520,Vadodara - central,Vadodara,Gujarat,22.294557,73.179826,308,1,1,1,1,Semi-Furnished,Independent House,16,1,3,8.92,2.9,4.6,10.22,28.0,106,3349
P0521,Ahmedabad - central,Ahmedabad,Gujarat,23.023561,72.572912,989,2,2,6,12,Unfurnished,Apartment,64,1,4,8.73,2.31,7.78,5.81,36.9,80,13769
P0522,Jamnagar - outskirts,Jamnagar,Gujarat,22.495762,70.087028,813,2,3,4,6,Semi-Furnished,Apartment,63,1,4,3.56,1.04,2.88,20.36,56.7,87,5629
P0523,Navsari - outskirts,Navsari,Gujarat,20.94229,72.949489,789,2,2,1,5,Semi-Furnished,Apartment,18,1,1,2.5,3.96,8.26,17.93,47.2,163,5355
P0524,Ahmedabad - central,Ahmedabad,Gujarat,23.009066,72.579237,1452,2,2,1,7,Unfurnished,Apartment,173,1,6,4.37,0.72,7.97,18.18,34.5,106,22526
P0525,Jamnagar - outskirts,Jamnagar,Gujarat,22.49729,70.068101,806,2,2,1,1,Unfurnished,Independent House,25,1,1,10.56,0.38,6.42,5.28,56.8,119,4698
P0526,Surat - central,Surat,Gujarat,21.169254,72.840516,1154,3,3,2,4,Furnished,Apartment,30,1,4,2.3,3.4,2.78,9.51,29.2,65,15389
P0527,Surat - central,Surat,Gujarat,21.150772,72.858479,937,3,3,6,12,Semi-Furnished,Apartment,46,2,8,10.78,6.14,4.31,11.18,41.7,109,14497
P0528,Anand - central,Anand,Gujarat,22.575099,72.923574,732,3,4,1,1,Unfurnished,Independent House,42,0,2,3.36,1.8,8.54,19.32,43.8,95,5342
P0529,Morbi - central,Morbi,Gujarat,22.843117,70.820667,890,3,4,2,3,Semi-Furnished,Apartment,37,1,1,9.4,0.97,9.69,26.38,62.1,129,4451
P0530,Rajkot - outskirts,Rajkot,Gujarat,22.274718,70.822929,713,2,2,4,8,Unfurnished,Apartment,74,1,5,3.62,1.38,3.86,10.33,38.9,85,7610
P0531,Navsari - central,Navsari,Gujarat,20.962443,72.947723,250,0,1,1,6,Semi-Furnished,Apartment,8,1,1,1.75,5.95,2.85,7.97,66.3,121,2000
P0532,Ahmedabad - outskirts,Ahmedabad,Gujarat,22.998084,72.599413,718,3,3,7,7,Semi-Furnished,Apartment,51,0,6,3.43,1.7,2.79,16.4,31.8,83,11241
P0533,Junagadh - central,Junagadh,Gujarat,21.499037,70.446537,1312,2,2,1,1,Unfurnished,Villa,100,1,1,5.54,4.67,0.44,31.99,39.7,110,8125
P0534,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.001537,72.560687,1343,2,3,1,6,Furnished,Apartment,109,1,8,6.89,1.94,7.72,6.3,36.6,101,22657
P0535,Junagadh - central,Junagadh,Gujarat,21.502226,70.472789,1512,4,4,4,8,Semi-Furnished,Apartment,137,2,2,11.91,0.74,1.23,29.47,38.6,130,9987
P0536,Surat - central,Surat,Gujarat,21.193573,72.834929,1011,3,3,8,11,Furnished,Apartment,108,1,6,1.59,7.97,7.26,22.01,40.3,104,14351
P0537,Surat - central,Surat,Gujarat,21.144223,72.859719,613,2,2,4,10,Unfurnished,Apartment,69,2,4,1.8,4.24,8.33,0.25,36.6,90,7974
P0538,Vadodara - central,Vadodara,Gujarat,22.299236,73.197219,728,3,3,3,12,Furnished,Apartment,60,1,2,0.37,1.62,2.99,22.79,31.5,110,7388
P0539,Bharuch - central,Bharuch,Gujarat,21.712053,73.020454,730,2,2,3,5,Semi-Furnished,Apartment,23,1,1,4.72,4.65,8.56,26.17,68.0,95,4590
P0540,Surat - central,Surat,Gujarat,21.186635,72.843475,931,2,2,2,3,Furnished,Apartment,108,2,7,5.22,3.83,3.17,19.0,42.1,107,13759
P0541,Vadodara - outskirts,Vadodara,Gujarat,22.278718,73.173141,834,2,3,1,1,Unfurnished,Independent House,49,1,5,5.98,6.33,6.92,13.95,37.5,101,9758
P0542,Bhavnagar - outskirts,Bhavnagar,Gujarat,21.736512,72.138397,862,2,2,1,3,Semi-Furnished,Apartment,62,0,1,3.86,0.84,3.81,13.88,62.5,84,4919
P0543,Bhavnagar - central,Bhavnagar,Gujarat,21.73623,72.175556,797,2,3,1,1,Unfurnished,Independent House,59,1,1,5.99,3.84,8.77,31.27,51.5,94,4735
P0544,Surat - outskirts,Surat,Gujarat,21.150353,72.860276,1046,3,4,1,10,Semi-Furnished,Apartment,110,2,6,7.93,5.93,3.46,16.8,58.8,51,13900
P0545,Nadiad - central,Nadiad,Gujarat,22.712472,72.831793,1488,3,4,2,4,Unfurnished,Apartment,104,1,2,5.43,2.28,2.15,22.69,59.7,140,9117
P0546,Surat - central,Surat,Gujarat,21.196794,72.819567,618,1,1,1,4,Furnished,Apartment,17,1,8,0.44,1.44,0.3,15.95,21.7,95,10225
P0547,Mehsana - outskirts,Mehsana,Gujarat,23.584109,72.361417,1337,4,4,2,7,Semi-Furnished,Apartment,102,2,1,3.42,1.67,9.8,14.08,47.9,108,8046
P0548,Porbandar - central,Porbandar,Gujarat,21.661491,69.621858,1192,2,2,1,1,Semi-Furnished,Independent House,56,1,1,4.29,6.51,8.0,12.26,49.8,78,6235
P0549,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.017784,72.561483,876,2,3,4,5,Furnished,Apartment,68,1,9,7.14,0.37,7.07,15.74,40.9,77,15195
P0550,Anand - central,Anand,Gujarat,22.558669,72.901308,1192,3,3,1,1,Semi-Furnished,Independent House,63,1,1,8.83,3.84,2.59,30.32,42.8,86,8216
P0551,Bharuch - central,Bharuch,Gujarat,21.733446,73.011011,1739,2,2,1,1,Unfurnished,Independent House,66,0,1,6.24,7.39,8.89,38.78,58.2,98,11344
P0552,Ahmedabad - central,Ahmedabad,Gujarat,23.001748,72.574721,1927,3,4,8,8,Semi-Furnished,Apartment,127,1,6,2.23,2.53,2.01,21.44,25.2,95,30836
P0553,Porbandar - central,Porbandar,Gujarat,21.660887,69.618022,998,3,4,1,1,Unfurnished,Independent House,68,1,1,1.33,1.12,7.68,9.67,56.6,54,5093
P0554,Rajkot - central,Rajkot,Gujarat,22.286574,70.798324,1316,4,4,3,12,Unfurnished,Apartment,74,2,5,7.4,6.04,9.16,16.14,50.2,104,13501
P0555,Vadodara - outskirts,Vadodara,Gujarat,22.286853,73.158924,607,2,2,4,7,Furnished,Apartment,36,1,5,9.71,2.84,7.38,16.4,31.0,117,7260
P0556,Jamnagar - outskirts,Jamnagar,Gujarat,22.462592,70.07483,1481,4,4,1,1,Semi-Furnished,Independent House,41,1,2,9.67,3.66,3.85,21.57,44.2,127,9594
P0557,Veraval - central,Veraval,Gujarat,20.873004,70.36596,454,1,1,1,1,Unfurnished,Independent House,12,1,2,10.49,3.54,4.75,6.39,61.0,86,2076
P0558,Rajkot - central,Rajkot,Gujarat,22.317507,70.810175,590,1,1,7,8,Furnished,Apartment,30,1,2,4.42,0.39,7.44,6.22,49.9,97,5151
P0559,Rajkot - central,Rajkot,Gujarat,22.304658,70.815724,1501,2,3,1,1,Unfurnished,Independent House,101,1,4,4.05,0.4,6.17,18.1,47.8,81,14755
P0560,Vadodara - outskirts,Vadodara,Gujarat,22.290113,73.207329,770,2,3,4,4,Unfurnished,Apartment,76,2,6,7.46,4.36,7.98,17.36,58.4,101,8784
P0561,Surat - outskirts,Surat,Gujarat,21.153479,72.802184,1085,2,2,1,1,Unfurnished,Independent House,31,1,8,5.09,1.13,2.82,14.98,50.2,79,16292
P0562,Vadodara - central,Vadodara,Gujarat,22.300604,73.175376,751,3,3,7,8,Semi-Furnished,Apartment,56,1,7,9.91,1.3,8.57,12.47,40.0,88,9583
P0563,Anand - central,Anand,Gujarat,22.580496,72.943983,1306,3,3,1,1,Semi-Furnished,Independent House,40,1,2,5.72,1.33,5.93,26.85,42.5,93,9575
P0564,Vadodara - outskirts,Vadodara,Gujarat,22.290265,73.205228,1287,4,4,1,4,Semi-Furnished,Apartment,52,1,4,10.41,6.16,9.85,24.47,37.1,84,14325
P0565,Surat - outskirts,Surat,Gujarat,21.150536,72.855537,496,2,2,4,6,Semi-Furnished,Apartment,32,1,5,11.1,1.5,3.03,13.32,35.9,107,6807
P0566,Rajkot - outskirts,Rajkot,Gujarat,22.275263,70.808281,1305,4,3,10,12,Semi-Furnished,Apartment,36,1,4,0.47,4.92,1.83,15.64,36.1,35,13360
P0567,Bhuj - central,Bhuj,Gujarat,23.239919,69.651413,638,1,1,1,1,Furnished,Independent House,27,1,1,1.77,0.61,0.5,25.22,38.8,116,3468
P0568,Surat - central,Surat,Gujarat,21.187183,72.858554,444,2,3,1,1,Furnished,Independent House,26,0,4,9.03,5.49,4.18,12.99,31.8,87,5870
P0569,Vapi - central,Vapi,Gujarat,20.366517,72.924824,783,2,2,1,1,Furnished,Independent House,52,1,1,0.67,3.26,9.29,27.02,35.6,120,6147
P0570,Navsari - central,Navsari,Gujarat,20.963942,72.964774,1065,3,3,4,6,Furnished,Apartment,31,1,1,10.81,3.98,2.6,14.1,49.0,130,7182
P0571,Junagadh - central,Junagadh,Gujarat,21.500213,70.464347,916,3,2,1,1,Semi-Furnished,Independent House,54,1,1,6.9,2.51,7.19,28.56,60.7,138,5262
P0572,Valsad - central,Valsad,Gujarat,20.621847,72.933523,1007,3,3,7,8,Semi-Furnished,Apartment,110,1,4,7.13,4.06,5.33,18.23,64.9,87,7608
P0573,Bhavnagar - central,Bhavnagar,Gujarat,21.765947,72.135602,828,2,2,5,7,Unfurnished,Apartment,81,1,2,5.62,7.31,9.08,34.4,60.4,64,5060
P0574,Surat - outskirts,Surat,Gujarat,21.154905,72.842478,753,3,3,9,11,Unfurnished,Apartment,88,0,7,6.89,2.06,2.71,18.49,36.1,49,11360
P0575,Bhavnagar - central,Bhavnagar,Gujarat,21.737565,72.169301,507,1,1,1,1,Unfurnished,Independent House,37,1,1,2.65,2.03,7.66,21.7,67.3,130,2841
P0576,Ahmedabad - central,Ahmedabad,Gujarat,22.99253,72.586674,475,1,1,5,10,Semi-Furnished,Apartment,37,1,8,10.66,6.24,2.11,20.14,31.7,61,8147
P0577,Gandhinagar - central,Gandhinagar,Gujarat,23.215347,72.617628,1111,3,4,4,11,Semi-Furnished,Apartment,97,1,4,1.52,6.08,1.99,0.16,58.4,79,13377
P0578,Navsari - outskirts,Navsari,Gujarat,20.925976,72.932183,1559,3,4,2,5,Unfurnished,Apartment,150,1,3,3.98,4.29,1.21,15.5,42.0,83,12123
P0579,Porbandar - outskirts,Porbandar,Gujarat,21.656413,69.601182,1229,2,2,10,10,Unfurnished,Apartment,120,2,1,5.77,6.86,3.18,10.07,48.8,127,6451
P0580,Rajkot - central,Rajkot,Gujarat,22.307498,70.784167,311,1,1,4,5,Unfurnished,Apartment,6,1,5,8.66,2.43,3.86,8.05,48.3,70,3212
P0581,Surat - central,Surat,Gujarat,21.175367,72.804659,1017,2,2,1,1,Unfurnished,Independent House,52,2,6,9.42,3.18,9.61,17.66,41.5,156,14377
P0582,Ahmedabad - central,Ahmedabad,Gujarat,23.032141,72.5748,482,2,2,3,4,Unfurnished,Apartment,44,2,7,7.16,4.64,5.71,10.96,34.1,107,7844
P0583,Morbi - outskirts,Morbi,Gujarat,22.794516,70.857934,1335,4,4,8,8,Unfurnished,Apartment,55,1,3,4.47,1.67,9.72,14.07,35.0,71,8270
P0584,Rajkot - outskirts,Rajkot,Gujarat,22.332354,70.819035,1124,2,3,3,3,Semi-Furnished,Apartment,26,1,1,9.52,3.99,5.83,15.86,44.7,59,9407
P0585,Jamnagar - outskirts,Jamnagar,Gujarat,22.461089,70.059363,997,3,3,1,1,Unfurnished,Villa,63,1,2,5.53,7.06,7.44,27.77,63.5,116,6023
P0586,Mehsana - outskirts,Mehsana,Gujarat,23.597266,72.360879,824,3,2,1,1,Furnished,Independent House,21,1,2,2.83,5.43,3.4,21.02,43.3,67,5355
P0587,Vapi - outskirts,Vapi,Gujarat,20.41976,72.887979,1295,2,2,10,11,Unfurnished,Apartment,31,1,4,1.02,6.98,9.3,28.04,53.8,118,11327
P0588,Bharuch - outskirts,Bharuch,Gujarat,21.733255,72.996302,1707,3,3,1,1,Furnished,Independent House,120,1,2,0.78,3.56,2.15,31.98,47.6,97,12292
P0589,Junagadh - central,Junagadh,Gujarat,21.54395,70.449181,1042,3,4,7,8,Furnished,Apartment,123,1,3,3.21,0.98,4.68,5.25,53.8,77,6907
P0590,Ankleshwar - outskirts,Ankleshwar,Gujarat,21.603189,72.983439,250,1,1,8,9,Furnished,Apartment,29,2,2,0.74,6.79,1.94,5.32,48.0,105,2000
P0591,Gandhinagar - central,Gandhinagar,Gujarat,23.240139,72.622811,878,3,4,5,5,Unfurnished,Apartment,82,1,2,10.57,0.96,1.79,12.44,44.2,130,9954
P0592,Vadodara - outskirts,Vadodara,Gujarat,22.305066,73.176105,488,1,1,1,9,Semi-Furnished,Apartment,46,1,7,1.38,2.85,2.38,10.5,70.1,118,5581
P0593,Palanpur - central,Palanpur,Gujarat,24.189327,72.414456,1353,2,2,2,7,Semi-Furnished,Apartment,100,1,1,1.34,3.99,8.34,24.99,62.0,128,5802
P0594,Anand - outskirts,Anand,Gujarat,22.578785,72.949945,833,2,2,3,7,Unfurnished,Apartment,55,1,1,11.85,2.21,9.02,16.48,48.0,113,5638
P0595,Navsari - outskirts,Navsari,Gujarat,20.932468,72.949192,419,1,1,2,6,Semi-Furnished,Apartment,8,2,1,2.42,6.97,9.71,19.2,63.0,102,2685
P0596,Navsari - outskirts,Navsari,Gujarat,20.924274,72.936428,538,1,1,1,1,Semi-Furnished,Independent House,26,1,1,4.24,4.2,0.82,17.79,35.8,53,3799
P0597,Bhavnagar - central,Bhavnagar,Gujarat,21.743606,72.173496,581,2,2,2,4,Semi-Furnished,Apartment,66,1,2,10.11,1.85,0.36,30.67,42.3,127,3789
P0598,Jamnagar - outskirts,Jamnagar,Gujarat,22.464086,70.059005,711,2,2,5,5,Furnished,Apartment,80,1,3,11.47,3.45,2.18,6.71,60.4,96,4600
P0599,Rajkot - central,Rajkot,Gujarat,22.330955,70.786748,620,2,2,11,11,Semi-Furnished,Apartment,69,2,6,0.9,3.34,1.61,20.56,47.7,46,6739
P0600,Bhuj - outskirts,Bhuj,Gujarat,23.220338,69.65557,696,2,2,1,1,Semi-Furnished,Villa,50,1,1,11.34,1.3,4.55,28.53,53.6,103,3591
P0601,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.020492,72.576499,321,1,1,1,1,Semi-Furnished,Independent House,4,2,7,4.23,2.25,9.88,9.54,43.8,72,5053
P0602,Vapi - outskirts,Vapi,Gujarat,20.404247,72.928284,1085,2,2,10,12,Unfurnished,Apartment,47,1,1,8.48,3.52,0.76,8.68,54.4,56,7974
P0603,Gandhinagar - central,Gandhinagar,Gujarat,23.237824,72.646953,748,3,3,4,10,Semi-Furnished,Apartment,31,1,2,11.97,6.63,4.98,15.17,36.5,84,8708
P0604,Ahmedabad - central,Ahmedabad,Gujarat,22.994737,72.565322,1202,2,2,3,6,Semi-Furnished,Apartment,109,2,5,8.68,0.41,6.54,11.01,20.7,92,18589
P0605,Gandhidham - outskirts,Gandhidham,Gujarat,23.064198,70.148123,250,1,1,2,8,Semi-Furnished,Apartment,15,0,2,5.59,7.14,3.71,28.91,37.9,158,2000
P0606,Vadodara - outskirts,Vadodara,Gujarat,22.327374,73.164854,446,1,1,1,1,Semi-Furnished,Independent House,14,1,2,9.82,6.77,8.6,8.34,33.8,64,4492
P0607,Surendranagar - central,Surendranagar,Gujarat,22.75063,71.659614,799,3,4,4,9,Semi-Furnished,Apartment,72,2,1,10.77,6.06,9.6,16.3,63.6,128,3406
P0608,Junagadh - outskirts,Junagadh,Gujarat,21.510135,70.462106,508,1,1,11,12,Semi-Furnished,Apartment,23,1,2,4.88,7.38,1.22,38.46,58.7,52,3124
P0609,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.042776,72.566272,792,2,2,4,10,Unfurnished,Apartment,93,1,7,7.85,1.81,0.32,6.09,53.6,84,12040
P0610,Junagadh - central,Junagadh,Gujarat,21.513924,70.485385,250,1,1,1,1,Unfurnished,Independent House,15,2,4,9.68,2.18,3.83,36.5,58.6,92,2000
P0611,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.042697,72.569014,1200,4,4,8,11,Semi-Furnished,Apartment,36,1,7,4.31,5.65,9.77,20.53,41.3,99,19054
P0612,Rajkot - central,Rajkot,Gujarat,22.309764,70.79805,2115,3,3,2,3,Semi-Furnished,Apartment,191,0,6,4.38,7.64,2.91,6.3,47.9,88,22971
P0613,Navsari - central,Navsari,Gujarat,20.938201,72.929981,431,2,2,4,8,Semi-Furnished,Apartment,46,1,3,6.57,5.48,3.28,5.24,39.8,78,3377
P0614,Veraval - outskirts,Veraval,Gujarat,20.898464,70.380836,263,1,1,2,5,Furnished,Apartment,29,1,1,1.31,3.29,7.07,28.99,56.8,83,2000
P0615,Surat - central,Surat,Gujarat,21.162589,72.811211,1086,3,3,4,9,Furnished,Apartment,128,1,8,9.07,4.24,0.4,15.15,45.0,82,16610
P0616,Kheda - central,Kheda,Gujarat,22.776486,72.700882,1294,2,3,2,8,Unfurnished,Apartment,50,1,1,2.78,2.83,8.75,36.94,42.9,87,5944
P0617,Vapi - central,Vapi,Gujarat,20.37189,72.883315,1339,2,2,1,1,Unfurnished,Independent House,87,2,4,11.23,0.95,6.89,25.65,54.3,113,11690
P0618,Gandhinagar - central,Gandhinagar,Gujarat,23.214425,72.657516,337,1,1,1,1,Unfurnished,Independent House,4,1,3,11.53,3.98,7.98,1.04,75.5,123,3602
